brand,des_folder,des_path,url
Facebook,dataset/16,dataset/16/cl16/0.png,https://act-help.me/
Facebook,dataset/16,dataset/16/cl16/1.png,https://act-help.me/
Facebook,dataset/16,dataset/16/cl16/2.png,https://act-help.me/
Facebook,dataset/17,dataset/17/cl17/0.png,https://check-792.me/index.php
Facebook,dataset/17,dataset/17/cl17/1.png,https://check-792.me/index.php
Facebook,dataset/17,dataset/17/cl17/2.png,https://check-792.me/index.php
Facebook,dataset/18,dataset/18/cl18/0.png,http://fanpage-protects.info/
Facebook,dataset/18,dataset/18/cl18/1.png,http://fanpage-protects.info/
Facebook,dataset/18,dataset/18/cl18/2.png,http://fanpage-protects.info/
Facebook,dataset/19,dataset/19/cl19/0.png,http://antapura.github.io/Hadiah
Facebook,dataset/19,dataset/19/cl19/1.png,http://antapura.github.io/Hadiah
Facebook,dataset/20,dataset/20/cl20/0.png,http://thesiddharthkumar.github.io/Facebook
Facebook,dataset/21,dataset/21/cl21/0.png,http://ahmed-shahriar04.github.io/facebook-clone-by-riaz
Facebook,dataset/22,dataset/22/cl22/0.png,http://banding-fesbuksuzznrd.mediaviralterbaru.my.id/
Facebook,dataset/23,dataset/23/cl23/0.png,http://pemblokiranakunzihbai4.bpdy.biz.id/
Facebook,dataset/24,dataset/24/cl24/0.png,http://banding-fesbuknymczuv.mediaviralterbaru.my.id/
Facebook,dataset/25,dataset/25/cl25/0.png,https://facebookloginlogin.ccapwisconsincourtrecords.com/
Facebook,dataset/25,dataset/25/cl25/1.png,https://facebookloginlogin.ccapwisconsincourtrecords.com/
Facebook,dataset/26,dataset/26/cl26/0.png,https://schedule.metacareersnetwork.com/css/shsspnwyl
Facebook,dataset/26,dataset/26/cl26/1.png,https://schedule.metacareersnetwork.com/css/shsspnwyl
Facebook,dataset/27,dataset/27/cl27/0.png,https://bcvb5v6c456bfdf4n56d4v56fdb45fd6.blogspot.com/
Facebook,dataset/27,dataset/27/cl27/1.png,https://bcvb5v6c456bfdf4n56d4v56fdb45fd6.blogspot.com/
Facebook,dataset/27,dataset/27/cl27/2.png,https://bcvb5v6c456bfdf4n56d4v56fdb45fd6.blogspot.com/
Facebook,dataset/28,dataset/28/cl28/0.png,https://bvc64bv56c4nfd56n4d56v4d5f64b5df.blogspot.com/?m=1
Facebook,dataset/28,dataset/28/cl28/1.png,https://bvc64bv56c4nfd56n4d56v4d5f64b5df.blogspot.com/?m=1
Facebook,dataset/28,dataset/28/cl28/2.png,https://bvc64bv56c4nfd56n4d56v4d5f64b5df.blogspot.com/?m=1
Facebook,dataset/29,dataset/29/cl29/0.png,https://bvc65bvc4n56fd456nfd456fvd45bfv.blogspot.com/
Facebook,dataset/29,dataset/29/cl29/1.png,https://bvc65bvc4n56fd456nfd456fvd45bfv.blogspot.com/
Facebook,dataset/29,dataset/29/cl29/2.png,https://bvc65bvc4n56fd456nfd456fvd45bfv.blogspot.com/
Facebook,dataset/30,dataset/30/cl30/0.png,http://son-kee.pages.net.br/support-ken
Facebook,dataset/30,dataset/30/cl30/1.png,http://son-kee.pages.net.br/support-ken
Facebook,dataset/32,dataset/32/cl32/0.png,http://09886.baruulink.my.id/
Facebook,dataset/32,dataset/32/cl32/1.png,http://09886.baruulink.my.id/
Facebook,dataset/32,dataset/32/cl32/2.png,http://09886.baruulink.my.id/
Facebook,dataset/33,dataset/33/cl33/0.png,https://countryestatesandmanors.com/
Facebook,dataset/34,dataset/34/cl34/0.png,https://fbook0.github.io/signin-ernmoney/
Facebook,dataset/36,dataset/36/cl36/0.png,https://skldfjlskdf.blogspot.com/
Facebook,dataset/36,dataset/36/cl36/1.png,https://skldfjlskdf.blogspot.com/
Facebook,dataset/36,dataset/36/cl36/2.png,https://skldfjlskdf.blogspot.com/
Facebook,dataset/37,dataset/37/cl37/0.png,https://lsdkflskdgh.blogspot.com/
Facebook,dataset/37,dataset/37/cl37/1.png,https://lsdkflskdgh.blogspot.com/
Facebook,dataset/37,dataset/37/cl37/2.png,https://lsdkflskdgh.blogspot.com/
Facebook,dataset/38,dataset/38/cl38/0.png,https://ksjdfnkjsdf.blogspot.com/
Facebook,dataset/38,dataset/38/cl38/1.png,https://ksjdfnkjsdf.blogspot.com/
Facebook,dataset/38,dataset/38/cl38/2.png,https://ksjdfnkjsdf.blogspot.com/
Facebook,dataset/39,dataset/39/cl39/0.png,https://zzz.naimuljabir.com/
Facebook,dataset/41,dataset/41/cl41/0.png,http://54.252.166.173/
Facebook,dataset/42,dataset/42/cl42/0.png,https://restire.pages.dev/2606%3A4700%3A310c%3A%3Aac42%3A2f5a/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login
Facebook,dataset/42,dataset/42/cl42/1.png,https://restire.pages.dev/2606%3A4700%3A310c%3A%3Aac42%3A2f5a/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login
Facebook,dataset/43,dataset/43/cl43/0.png,https://restire.pages.dev/%5C%5CXY%5BS%5B%5BILK/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login
Facebook,dataset/43,dataset/43/cl43/1.png,https://restire.pages.dev/%5C%5CXY%5BS%5B%5BILK/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login
Facebook,dataset/50,dataset/50/cl50/0.png,http://sameerniz000.github.io/shamsher/request.html
Facebook,dataset/50,dataset/50/cl50/1.png,http://sameerniz000.github.io/shamsher/request.html
Facebook,dataset/50,dataset/50/cl50/2.png,http://sameerniz000.github.io/shamsher/request.html
Facebook,dataset/53,dataset/53/cl53/0.png,https://facebook-support-center-page1.ubpages.com/quejarse-de-violaciones-de-cuenta
Facebook,dataset/54,dataset/54/cl54/0.png,https://verry24h-imgg-checkpoilogin-tr.ubpages.com/verry24h-imgg-checkpoilogin-tr/
Facebook,dataset/54,dataset/54/cl54/1.png,https://verry24h-imgg-checkpoilogin-tr.ubpages.com/verry24h-imgg-checkpoilogin-tr/
Facebook,dataset/54,dataset/54/cl54/2.png,https://verry24h-imgg-checkpoilogin-tr.ubpages.com/verry24h-imgg-checkpoilogin-tr/
Facebook,dataset/55,dataset/55/cl55/0.png,https://cutt.ly/bwGOzEbD
Facebook,dataset/56,dataset/56/cl56/0.png,https://aguavalleblue.com/habenGreek/login_attempt.html
Facebook,dataset/57,dataset/57/cl57/0.png,https://www.facebookvideo.top.bestworkupjob.com/
Facebook,dataset/62,dataset/62/cl62/0.png,https://ines8.pages.dev/
Facebook,dataset/63,dataset/63/cl63/0.png,https://fgh88.pages.dev/
Facebook,dataset/64,dataset/64/cl64/0.png,https://dc3-74m.pages.dev/
Facebook,dataset/65,dataset/65/cl65/0.png,https://asadamin00.github.io/Facebook-Home-Page
Facebook,dataset/66,dataset/66/cl66/0.png,http://muhammad-yaseen-12.github.io/Assignment10/index.html
Facebook,dataset/67,dataset/67/cl67/0.png,http://abdulwaqas17.github.io/Facebook-SignUp_Assignment-14
Facebook,dataset/67,dataset/67/cl67/1.png,http://abdulwaqas17.github.io/Facebook-SignUp_Assignment-14
Facebook,dataset/68,dataset/68/cl68/0.png,https://moto-rynek.net.pl/
Facebook,dataset/70,dataset/70/cl70/0.png,http://emoto-lubaszek.pl/authorize.php?Te0sIbknhQ2Aa1WuoRofhoUiNw1CskZXmIKLnYmsDk7JBEH...
Facebook,dataset/71,dataset/71/cl71/0.png,https://gielda-motor.com.pl
Facebook,dataset/74,dataset/74/cl74/0.png,https://click.data-help.repl.co/request.php
Facebook,dataset/74,dataset/74/cl74/1.png,https://click.data-help.repl.co/request.php
Facebook,dataset/74,dataset/74/cl74/2.png,https://click.data-help.repl.co/request.php
Facebook,dataset/75,dataset/75/cl75/0.png,https://backendform.github.io/here/index.html
Facebook,dataset/76,dataset/76/cl76/0.png,https://submit-aapeal-for.violationturmsa.repl.co/request.php
Facebook,dataset/76,dataset/76/cl76/1.png,https://submit-aapeal-for.violationturmsa.repl.co/request.php
Facebook,dataset/79,dataset/79/cl79/0.png,https://zohaib479.github.io/FACEBOOK-LOGIN-PAGE/
Facebook,dataset/80,dataset/80/cl80/0.png,https://hbidfhogyerobdfyeyoiieruioierui.blogspot.qa/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/80,dataset/80/cl80/1.png,https://hbidfhogyerobdfyeyoiieruioierui.blogspot.qa/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/80,dataset/80/cl80/2.png,https://hbidfhogyerobdfyeyoiieruioierui.blogspot.qa/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/81,dataset/81/cl81/0.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.com/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/81,dataset/81/cl81/1.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.com/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/81,dataset/81/cl81/2.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.com/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/82,dataset/82/cl82/0.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.mk/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/82,dataset/82/cl82/1.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.mk/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/82,dataset/82/cl82/2.png,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.mk/QXfmECnFCAdDxdC49?m=1
Facebook,dataset/83,dataset/83/cl83/0.png,http://grena-redemption.github.io/iron/index.html
Facebook,dataset/84,dataset/84/cl84/0.png,https://googleaccountsin.github.io/.net
Facebook,dataset/85,dataset/85/cl85/0.png,https://facebook-securityteam.github.io/gb
Facebook,dataset/89,dataset/89/cl89/0.png,https://97-107-141-76.ip.linodeusercontent.com:3000/demos/butcher/index.html
Facebook,dataset/91,dataset/91/cl91/0.png,https://rajatwarghane.github.io/fb.html
Facebook,dataset/92,dataset/92/cl92/0.png,http://contactservices.my.id/
Facebook,dataset/92,dataset/92/cl92/1.png,http://contactservices.my.id/
Facebook,dataset/96,dataset/96/cl96/0.png,http://emirowski-autohandel.com.pl/authorize.php?7LtxIVAu2h3N8Z7t8eRw9E9xIWhZbgu91YbeNvsTh0Z7lAgEDuRo2iSJ0PGJikYfdkvrNpiz7WKsWfPOe6eFurA4Izr3P0qXdVXYVbE1OT0N8tmkkxsJ8x3jVFgGQucyRYMwncykyW6Q3KXigqmADCYs83zxyBTV8LQC4jPgutEsKNlLeHWAwkp3EeE46jkXuf7TbFb1JmCKjpEL7wIgvCLwzbIKEViwblhsVcqt4R1STW8FCGH6zzgVYbV1mdKw
Facebook,dataset/97,dataset/97/cl97/0.png,http://mirowski-autohandel.com.pl/
Facebook,dataset/98,dataset/98/cl98/0.png,http://mirowski-autohandel.com.pl/authorize.php?Dzb4LJzzj3TzDESjOu3y4HkxKj0pqswzuVGiQ0mJxbsDplEUxc3uGfXeezjn4DDqOy9URrcbBtEZLQ2ZIbvR6hhCya6QzW2TmjUbXxFpvC5W9HNVcLoIeAzugRXBmyEUSu6RqiiVmNjK7yHlEtvRGd6vK0CYnAXS17q1572QUzj7UzppFfHfV1GBacr8UW51i62K2wBIZ2LDrhQeKHOnTcNOtKpF5KlpRoAVjezpOTetuH0mWAk3UTHXM06CnOmw
Facebook,dataset/102,dataset/102/cl102/0.png,http://bergabung.whatsapp.bela.arafi-aksespanel.biz.id/go.php
Facebook,dataset/103,dataset/103/cl103/0.png,https://groupp-chattiings-9980.resminih.my.id/go.php
Facebook,dataset/104,dataset/104/cl104/0.png,https://jamal.faebook.my.id/FACEBOOK%20BOKEP%20V2/login.php
Facebook,dataset/105,dataset/105/cl105/0.png,https://md-juman-web-dev.github.io/Facebook-s-old-sign-up-page
Facebook,dataset/105,dataset/105/cl105/1.png,https://md-juman-web-dev.github.io/Facebook-s-old-sign-up-page
Facebook,dataset/106,dataset/106/cl106/0.png,https://pixtelation.github.io/facebook/
Facebook,dataset/107,dataset/107/cl107/0.png,http://sayef011.github.io/Facebook-create-account-page
Facebook,dataset/108,dataset/108/cl108/0.png,http://re-publishe-autoonly.github.io/confidential/because-buton/code-python1/?r7ykizdrvuzkmrqm%2Borbnvfbl6doitfpri4tjfhxawutupf
Facebook,dataset/108,dataset/108/cl108/1.png,http://re-publishe-autoonly.github.io/confidential/because-buton/code-python1/?r7ykizdrvuzkmrqm%2Borbnvfbl6doitfpri4tjfhxawutupf
Facebook,dataset/108,dataset/108/cl108/2.png,http://re-publishe-autoonly.github.io/confidential/because-buton/code-python1/?r7ykizdrvuzkmrqm%2Borbnvfbl6doitfpri4tjfhxawutupf
Facebook,dataset/109,dataset/109/cl109/0.png,http://improvedconsole.github.io/ealtconsumers/windows-because-sistem/code-python1/?R7YkIZDRvuzKMRqM%2BOrBnVFBL6DOitfPri4tjfHxaWutUpF
Facebook,dataset/109,dataset/109/cl109/1.png,http://improvedconsole.github.io/ealtconsumers/windows-because-sistem/code-python1/?R7YkIZDRvuzKMRqM%2BOrBnVFBL6DOitfPri4tjfHxaWutUpF
Facebook,dataset/109,dataset/109/cl109/2.png,http://improvedconsole.github.io/ealtconsumers/windows-because-sistem/code-python1/?R7YkIZDRvuzKMRqM%2BOrBnVFBL6DOitfPri4tjfHxaWutUpF
Facebook,dataset/110,dataset/110/cl110/0.png,http://alorstarterpomin.github.io/porotngelveria/time-code1
Facebook,dataset/110,dataset/110/cl110/1.png,http://alorstarterpomin.github.io/porotngelveria/time-code1
Facebook,dataset/110,dataset/110/cl110/2.png,http://alorstarterpomin.github.io/porotngelveria/time-code1
Facebook,dataset/111,dataset/111/cl111/0.png,http://agent.joinf.cn/fa%3D
Facebook,dataset/112,dataset/112/cl112/0.png,https://fbadvertising-manage.com/confirm/01ht0wk10tdwyhrzxex4e44xe1
Facebook,dataset/114,dataset/114/cl114/0.png,https://solve-issue.neocities.org/
Facebook,dataset/114,dataset/114/cl114/1.png,https://solve-issue.neocities.org/
Facebook,dataset/115,dataset/115/cl115/0.png,http://violation-appeal-submit.github.io/review
Facebook,dataset/116,dataset/116/cl116/0.png,https://armanmalikll.github.io/m
Facebook,dataset/116,dataset/116/cl116/1.png,https://armanmalikll.github.io/m
Facebook,dataset/117,dataset/117/cl117/0.png,https://improvementsto57managementaccounts.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/117,dataset/117/cl117/1.png,https://improvementsto57managementaccounts.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/117,dataset/117/cl117/2.png,https://improvementsto57managementaccounts.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/118,dataset/118/cl118/0.png,https://administration84pagemanager.duckdns.org/verficationnow-fb404/
Facebook,dataset/118,dataset/118/cl118/1.png,https://administration84pagemanager.duckdns.org/verficationnow-fb404/
Facebook,dataset/118,dataset/118/cl118/2.png,https://administration84pagemanager.duckdns.org/verficationnow-fb404/
Facebook,dataset/119,dataset/119/cl119/0.png,https://restorationof816individualpages.duckdns.org/verficationnow-fb404/
Facebook,dataset/119,dataset/119/cl119/1.png,https://restorationof816individualpages.duckdns.org/verficationnow-fb404/
Facebook,dataset/119,dataset/119/cl119/2.png,https://restorationof816individualpages.duckdns.org/verficationnow-fb404/
Facebook,dataset/120,dataset/120/cl120/0.png,http://review-problemfb97678.duckdns.org/warning-verification-code404/
Facebook,dataset/120,dataset/120/cl120/1.png,http://review-problemfb97678.duckdns.org/warning-verification-code404/
Facebook,dataset/120,dataset/120/cl120/2.png,http://review-problemfb97678.duckdns.org/warning-verification-code404/
Facebook,dataset/121,dataset/121/cl121/0.png,https://confirmthepage018manager.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/121,dataset/121/cl121/1.png,https://confirmthepage018manager.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/121,dataset/121/cl121/2.png,https://confirmthepage018manager.duckdns.org/verficationnow-fb404/index.html
Facebook,dataset/123,dataset/123/cl123/0.png,https://barancanonyola178127101.cyou/re-verif.html?ref=repeat_verification
Facebook,dataset/123,dataset/123/cl123/1.png,https://barancanonyola178127101.cyou/re-verif.html?ref=repeat_verification
Facebook,dataset/123,dataset/123/cl123/2.png,https://barancanonyola178127101.cyou/re-verif.html?ref=repeat_verification
Facebook,dataset/124,dataset/124/cl124/0.png,https://cvvgreadxacceers.duckdns.org/zction.php
Facebook,dataset/126,dataset/126/cl126/0.png,https://ntn634634634.my.id/business/index.php
Facebook,dataset/128,dataset/128/cl128/0.png,https://protect-your-asset-here.my.id/busines/
Facebook,dataset/129,dataset/129/cl129/0.png,http://metasupport-pagepolicy.com/case19819268Thank
Facebook,dataset/130,dataset/130/cl130/0.png,http://metasupport-pagepolicy.com/case19881812
Facebook,dataset/131,dataset/131/cl131/0.png,http://meta-pagepolicy.com/case19626658We
Facebook,dataset/132,dataset/132/cl132/0.png,http://check-verify-support-page.com/meta-community-standard
Facebook,dataset/132,dataset/132/cl132/1.png,http://check-verify-support-page.com/meta-community-standard
Facebook,dataset/132,dataset/132/cl132/2.png,http://check-verify-support-page.com/meta-community-standard
Facebook,dataset/134,dataset/134/cl134/0.png,https://shazahanshakib.github.io/facebookcloneofmine
Facebook,dataset/136,dataset/136/cl136/0.png,https://free-verifed-opportunity-005.github.io/badge/next.html
Facebook,dataset/136,dataset/136/cl136/1.png,https://free-verifed-opportunity-005.github.io/badge/next.html
Facebook,dataset/136,dataset/136/cl136/2.png,https://free-verifed-opportunity-005.github.io/badge/next.html
Facebook,dataset/137,dataset/137/cl137/0.png,https://blue-verified.vercel.app/help.html
Facebook,dataset/137,dataset/137/cl137/1.png,https://blue-verified.vercel.app/help.html
Facebook,dataset/138,dataset/138/cl138/0.png,http://solution-way.github.io/complete
Facebook,dataset/138,dataset/138/cl138/1.png,http://solution-way.github.io/complete
Facebook,dataset/138,dataset/138/cl138/2.png,http://solution-way.github.io/complete
Facebook,dataset/142,dataset/142/cl142/0.png,https://lukaofficial.github.io/lukasdavaleba2.github.io
Facebook,dataset/142,dataset/142/cl142/1.png,https://lukaofficial.github.io/lukasdavaleba2.github.io
Facebook,dataset/143,dataset/143/cl143/0.png,https://testing-yxu.pages.dev/votinginformationcenter/login.php
Facebook,dataset/143,dataset/143/cl143/1.png,https://testing-yxu.pages.dev/votinginformationcenter/login.php
Facebook,dataset/144,dataset/144/cl144/0.png,https://testing-yxu.pages.dev/marketplace/172.66.44.85
Facebook,dataset/144,dataset/144/cl144/1.png,https://testing-yxu.pages.dev/marketplace/172.66.44.85
Facebook,dataset/146,dataset/146/cl146/0.png,https://meta-issue-use-page.netlify.app/second.html
Facebook,dataset/146,dataset/146/cl146/1.png,https://meta-issue-use-page.netlify.app/second.html
Facebook,dataset/146,dataset/146/cl146/2.png,https://meta-issue-use-page.netlify.app/second.html
Facebook,dataset/147,dataset/147/cl147/0.png,https://freelancing-training4232.github.io/shan/next.html
Facebook,dataset/147,dataset/147/cl147/1.png,https://freelancing-training4232.github.io/shan/next.html
Facebook,dataset/148,dataset/148/cl148/0.png,https://review-some-detected-violation.glitch.me/next.html
Facebook,dataset/148,dataset/148/cl148/1.png,https://review-some-detected-violation.glitch.me/next.html
Facebook,dataset/148,dataset/148/cl148/2.png,https://review-some-detected-violation.glitch.me/next.html
Facebook,dataset/149,dataset/149/cl149/0.png,https://verifikasipemulihan-account.webnode.fr/
Facebook,dataset/150,dataset/150/cl150/0.png,https://pemulihan-accounts-fb9.webnode.fr/
Facebook,dataset/151,dataset/151/cl151/0.png,https://verifikasi-account-id1.webnode.page/
Facebook,dataset/151,dataset/151/cl151/1.png,https://verifikasi-account-id1.webnode.page/
Facebook,dataset/151,dataset/151/cl151/2.png,https://verifikasi-account-id1.webnode.page/
Facebook,dataset/156,dataset/156/cl156/0.png,https://page-monetization-violation.glitch.me/next.html
Facebook,dataset/156,dataset/156/cl156/1.png,https://page-monetization-violation.glitch.me/next.html
Facebook,dataset/156,dataset/156/cl156/2.png,https://page-monetization-violation.glitch.me/next.html
Facebook,dataset/157,dataset/157/cl157/0.png,https://monetization-restricion-appeal-here.glitch.me/
Facebook,dataset/157,dataset/157/cl157/1.png,https://monetization-restricion-appeal-here.glitch.me/
Facebook,dataset/157,dataset/157/cl157/2.png,https://monetization-restricion-appeal-here.glitch.me/
Facebook,dataset/158,dataset/158/cl158/0.png,http://page-monetization-violation.glitch.me/next.html
Facebook,dataset/158,dataset/158/cl158/1.png,http://page-monetization-violation.glitch.me/next.html
Facebook,dataset/158,dataset/158/cl158/2.png,http://page-monetization-violation.glitch.me/next.html
Facebook,dataset/159,dataset/159/cl159/0.png,https://now-uaeq.vercel.app/
Facebook,dataset/160,dataset/160/cl160/0.png,https://submit-appeal-for-issues.github.io/you/index.html
Facebook,dataset/161,dataset/161/cl161/0.png,https://supportcenter-verify-info.github.io/0/request.html
Facebook,dataset/162,dataset/162/cl162/0.png,http://testameh.com/
Facebook,dataset/165,dataset/165/cl165/0.png,https://business.helpverifythepage.com/meta-community-standard/1296O6657118337Il
Facebook,dataset/166,dataset/166/cl166/0.png,https://business.checkpoint-supportcenter.com/report-id%3A106643468874
Facebook,dataset/169,dataset/169/cl169/0.png,https://centersupportmanagescommunity.help/contact-268228883256323.html
Facebook,dataset/170,dataset/170/cl170/0.png,https://business.helpadvertisesupportpage.com/case/27757736878O776
Facebook,dataset/171,dataset/171/cl171/0.png,https://business.securitypolicysuite.com/case%5B277577368780776Se
Facebook,dataset/175,dataset/175/cl175/0.png,https://appeal-against.web.app/submit.html
Facebook,dataset/176,dataset/176/cl176/0.png,https://zendesk-live-support.vercel.app/submit
Facebook,dataset/177,dataset/177/cl177/0.png,http://request-at.github.io/content
Facebook,dataset/178,dataset/178/cl178/0.png,https://roksana59.github.io/github04
Facebook,dataset/179,dataset/179/cl179/0.png,http://roksana59.github.io/github-03/index.html
Facebook,dataset/180,dataset/180/cl180/0.png,http://roksana59.github.io/github-03
Facebook,dataset/181,dataset/181/cl181/0.png,https://pcaoselakvmsdtuaksclackasemase.blogspot.com/
Facebook,dataset/181,dataset/181/cl181/1.png,https://pcaoselakvmsdtuaksclackasemase.blogspot.com/
Facebook,dataset/181,dataset/181/cl181/2.png,https://pcaoselakvmsdtuaksclackasemase.blogspot.com/
Facebook,dataset/182,dataset/182/cl182/0.png,https://pcaoselakvmsduthackacmaksemase.blogspot.com/
Facebook,dataset/182,dataset/182/cl182/1.png,https://pcaoselakvmsduthackacmaksemase.blogspot.com/
Facebook,dataset/182,dataset/182/cl182/2.png,https://pcaoselakvmsduthackacmaksemase.blogspot.com/
Facebook,dataset/183,dataset/183/cl183/0.png,https://pcoaselakvmsdtuakcmasckamsease.blogspot.com/
Facebook,dataset/183,dataset/183/cl183/1.png,https://pcoaselakvmsdtuakcmasckamsease.blogspot.com/
Facebook,dataset/183,dataset/183/cl183/2.png,https://pcoaselakvmsdtuakcmasckamsease.blogspot.com/
Facebook,dataset/187,dataset/187/cl187/0.png,https://account-review-heip-form-10-submit--two.vercel.app/
Facebook,dataset/187,dataset/187/cl187/1.png,https://account-review-heip-form-10-submit--two.vercel.app/
Facebook,dataset/187,dataset/187/cl187/2.png,https://account-review-heip-form-10-submit--two.vercel.app/
Facebook,dataset/188,dataset/188/cl188/0.png,http://request-1.github.io/remove-violation-issue/index.html
Facebook,dataset/188,dataset/188/cl188/1.png,http://request-1.github.io/remove-violation-issue/index.html
Facebook,dataset/188,dataset/188/cl188/2.png,http://request-1.github.io/remove-violation-issue/index.html
Facebook,dataset/189,dataset/189/cl189/0.png,https://fix-to-all-issues-verification-form-submit.vercel.app/
Facebook,dataset/189,dataset/189/cl189/1.png,https://fix-to-all-issues-verification-form-submit.vercel.app/
Facebook,dataset/189,dataset/189/cl189/2.png,https://fix-to-all-issues-verification-form-submit.vercel.app/
Facebook,dataset/190,dataset/190/cl190/0.png,https://facebook-clone-ebon.vercel.app/index.html
Facebook,dataset/191,dataset/191/cl191/0.png,https://henglib.github.io/boostapcss/
Facebook,dataset/193,dataset/193/cl193/0.png,https://abdul-basit-084.github.io/fb-login-page/index.html
Facebook,dataset/195,dataset/195/cl195/0.png,http://freeint.github.io/facebook
Facebook,dataset/196,dataset/196/cl196/0.png,http://harshit1072003.github.io/imtheman/fb.html
Facebook,dataset/198,dataset/198/cl198/0.png,https://paulbermz.github.io/login
Facebook,dataset/199,dataset/199/cl199/0.png,https://www.business-helpcenter-support-case113281831901.com/recovery/issue
Facebook,dataset/200,dataset/200/cl200/0.png,http://business.policy-supportfanpage.com/meta-community-standard/107008999092148If
Facebook,dataset/201,dataset/201/cl201/0.png,https://business.policy-supportfanpage.com/meta-community-standard/239392075929647If
Facebook,dataset/202,dataset/202/cl202/0.png,https://nowhere-req.github.io/here/request.html
Facebook,dataset/202,dataset/202/cl202/1.png,https://nowhere-req.github.io/here/request.html
Facebook,dataset/202,dataset/202/cl202/2.png,https://nowhere-req.github.io/here/request.html
Facebook,dataset/203,dataset/203/cl203/0.png,http://backend-review.github.io/review/index.html
Facebook,dataset/203,dataset/203/cl203/1.png,http://backend-review.github.io/review/index.html
Facebook,dataset/203,dataset/203/cl203/2.png,http://backend-review.github.io/review/index.html
Facebook,dataset/204,dataset/204/cl204/0.png,https://meta-submit-violation-authorization-service.koyeb.app/request.php
Facebook,dataset/204,dataset/204/cl204/1.png,https://meta-submit-violation-authorization-service.koyeb.app/request.php
Facebook,dataset/204,dataset/204/cl204/2.png,https://meta-submit-violation-authorization-service.koyeb.app/request.php
